Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
KDRRURQANSXWJL-UHFFFAOYNA-N,CHEMBL1215761,6532,A,6.41,chembl20,943963,9606,SLC6A4,4061,C1(C=2C(=CC(C3=CC(N)=CC=C3)=CC2)CO1)(C4=CC=C(F)C=C4)CCCN(C)C
LYRBZVWRTAFWPO-CULCCENANA-N,CHEMBL2107797,6532,A,6.23,chembl20,774720,9606,SLC6A4,4061,[C@H]12CCC(CC1=CC[C@@H]3[C@@H]2CC[C@@]4(C(CC[C@@H]34)(O)C#C)CC)=O
LYTNZCKQQIXEDP-LDADJPATNA-N,CHEMBL300155,25553,A,8.4,chembl20,198048,10116,SLC6A4,4061,N12C3C(COC(=O)C4=CC=CC=C4)C(CC1CC3)/C(/C2)=C/C5=CC=C(C=C5)Br
LUENHUWMNYJIAU-UHFFFAOYNA-N,CHEMBL416544,25553,A,8.3,chembl20,198045,10116,SLC6A4,4061,S1(N(C2=CC=CC3=C2C1=CC=C3)CCN4CCC(CC5=CCC6=C5C=CC=C6)CC4)(=O)=O
LURXXDDCAZBYBX-UHFFFAOYNA-N,CHEMBL433733,25553,A,5.91,chembl20,201506,10116,SLC6A4,4061,N1(CC=2C=C(F)C(=CC2)F)CCC(CC1)CCOC(C=3C=CC=CC3)C4=CC=CC=C4
MRYOBMPKEQQIMU-UHFFFAOYNA-N,CHEMBL40358,6532,A,6.79,chembl20,198042,9606,SLC6A4,4061,N(C=1N=CC=CC1)(CC=2C=CC(=CC2)OC)CCN3CCN(CC3)CCCC4=CC=CC=C4
MLEBXCGNNIYOSJ-WSXZXBBNNA-N,CHEMBL419324,25553,A,6.71,chembl20,201507,10116,SLC6A4,4061,C1([C@@H]2C3N(C)C(CC2C=4C=CC(=CC4)Cl)CC3)=NC(C5=CC=CC=C5)=NO1
MLLNVAJYLMHYEM-UHFFFAOYNA-N,CHEMBL416433,6532,A,6.64,chembl20,198042,9606,SLC6A4,4061,N(C=1N=CC=CC1)(CC2=CC=C(C=C2)F)CCN3CCN(CC3)CCCC=4C=CC=CC4
MLOKWTVQPPKSAR-UHFFFAOYNA-N,CHEMBL2112788,25553,A,5.93,chembl20,202138,10116,SLC6A4,4061,N1(C2=C(C=C(N(=O)=O)C=C2)C3=C1C=CC=C3)CCCN4CC(C)NC(C4)C
MLWGDFBBAVXEAS-MDZDMXLPNA-N,46914046,25553,A,8.03058,pubchem,499947,10116,SLC6A4,4061,FC1=CC=C(C2(OCC3=C2C=CC(=C3)/C=C/C4=CC=CC=C4)CCCN(C)C)C=C1
MOJPVHLAGWNFCV-UHFFFAOYNA-N,CHEMBL130261,25553,A,8.7,chembl20,201994,10116,SLC6A4,4061,N1(C(C2=CC(C)=CC=C2C1=O)=O)CCCCCN3CC=C(C4=CNC=5C4=CC=CC5)CC3
MPSBRZBCWQGWFI-UHFFFAOYNA-N,71541576,6532,A,7.49485,pubchem,735871,9606,SLC6A4,4061,ClC1=CC=C(C2(CCN(CC2)C)COCC=3N=C(C4CC4)C=C(C3)C(F)(F)F)C=C1
KTXYACXXINQJMM-UHFFFAOYNA-N,24855980,25553,A,8.10237,pubchem,315151,10116,SLC6A4,4061,ClC1=CC(F)=C(OC2=C(C=C(C(=O)N3CCN(C4CC4)CCC3)C=C2)CNC)C=C1
KTYYNPXOHIIOHX-UHFFFAOYNA-N,CHEMBL148441,25553,A,7.0,chembl20,201812,10116,SLC6A4,4061,N1(CCN(CC1)CCCC=2C=C(OC)C=CC2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4
KUUFDDVDVNEHHS-UHFFFAOYNA-N,CHEMBL421948,25553,A,6.26,chembl20,201812,10116,SLC6A4,4061,N1(CCN(CC1)CCCC2=CC=C(C=C2)OC)CCOC(C3=CC=CC=C3)C4=CC=CC=C4
KVVJWXBYIMMQTR-UHFFFAOYNA-N,CHEMBL236252,6532,A,7.59,chembl20,448652,9606,SLC6A4,4061,N1=C(OCCCN(CC)CC)C=C2C(=C1)C(C3=CC(=C(C=C3)Cl)Cl)CN(C2)C
KSRAFZQYEJWAQE-UHFFFAOYNA-N,CHEMBL124222,6532,A,5.23,chembl20,201477,9606,SLC6A4,4061,C1(N(CCN(C1)CCOC(C2=CC=CC=C2)C3=CC=CC=C3)CCCC=4C=CC=CC4)=O
KSRMXPIAWHFMID-UHFFFAOYNA-N,24965589,25553,A,9.22185,pubchem,300625,10116,SLC6A4,4061,S(C1=CC=C(OC2=C(C=C(CCCCN3CCN(C4CC4)CC3)C=C2)CNC)C=C1)C
LJJAIBPYVXEBMX-UHFFFAOYNA-N,CHEMBL283473,25553,A,5.42,chembl20,198050,10116,SLC6A4,4061,N1(C(C2=CC=CC=C2)CO)CCN(CC1)CCOC(C3=CC=CC=C3)C4=CC=CC=C4
LJRGZVNBEHCGFU-UHFFFAOYNA-N,CHEMBL185805,25553,A,8.39,chembl20,306182,10116,SLC6A4,4061,N1(C=2C(=CC(C#N)=CC2)OC)CCN(CC1)CCCCC=3C=4C(=CC=C(C#N)C4)NC3
LGUCWRBFHWJFMF-UHFFFAOYNA-N,11690910,25553,A,8.52288,pubchem,305406,10116,SLC6A4,4061,FC1CCN(CC1)CCCOC2=CC3=C(C(CN(C3)C)C4=CC=C(OC(F)F)C=C4)C=C2
LGUCWRBFHWJFMF-UHFFFAOYNA-N,CHEMBL246954,6532,A,8.37,chembl20,453433,9606,SLC6A4,4061,C=1C=C2C(CN(C)CC2=CC1OCCCN3CCC(CC3)F)C=4C=CC(OC(F)F)=CC4
LHOOAMLZVNHXAN-IOXAMRCBNA-N,CHEMBL573831,6532,A,7.57,chembl20,587778,9606,SLC6A4,4061,C12N(CCCF)C(CC1)C[C@@H]([C@@H]2C(OC)=O)C=3C=CC(=CC3)SCC
LLAHJYBITWOMNU-UHFFFAOYNA-N,CHEMBL338093,25553,A,6.43,chembl20,201510,10116,SLC6A4,4061,C12C(C(OC(=O)C3=CC=CC=C3)CC(N1C)CC2)C(=O)OCCCC4=CC=CC=C4
LHWYHPOPXMPQGV-UHFFFAOYNA-N,46900150,6532,A,7.70006,pubchem,510122,9606,SLC6A4,4061,O1C2=C(CCN3CCN(CC3)C4=C5C(N=C(C=C5)C)=CC=C4)C=CC=C2N6C(=NC=C6)C1
KRKQYFXRMDVHOE-UHFFFAOYNA-N,CHEMBL497127,25553,A,6.1,chembl20,556308,10116,SLC6A4,4061,N=1C=2C=CC=C(OCCN3CCC(CC3)CC4=CC=CC(=C4)N(C(=O)C)CC)C2C=CC1C
MEZAIHGIIAYINU-UHFFFAOYNA-N,9844300,25553,A,7.90032,pubchem,261613,10116,SLC6A4,4061,FC=1C=C2C(C=3CCN(CC4OC5=C(N(C4)C)C=CC=C5OC)CC3)=CNC2=CC1
MDHVRPTXQRFWPA-UHFFFAOYNA-N,11168397,25553,A,7.30103,pubchem,242088,10116,SLC6A4,4061,O1C=2C=C(N3CCN(CC3)CCCCC=4C=5C(NC4)=CC=C(C5)C(OC)=O)C=CC2OCC1
MEAAOFZWWUBRSW-LELJVTLKNA-N,10454806,6532,A,8.30016,pubchem,344712,9606,SLC6A4,4061,FC=1C(CCN2CCN(CC2)C3=C4C(N=C(C=C4)C)=CC=C3)=CC=C5OCC(=O)NC15
MELFXABSQOCUHS-LDADJPATNA-N,CHEMBL58195,25553,A,10.0,chembl20,201979,10116,SLC6A4,4061,N12C3C(COC(=O)C4=CC=CC=C4)C(CC1CC3)/C(/C2)=C/C5=CC=C(C=C5)I
MEQABBDVFWPEHI-UHFFFAOYNA-N,CHEMBL1258427,6532,A,5.57,chembl20,664681,9606,SLC6A4,4061,C1=CC2=CNC(=C2C(=C1OCCCCN3CCN(CC3)C4=CC=CC=5C4=CC=C(C5)F)F)O
MBJMKBASUQRTPR-LELJVTLKNA-N,44568331,25553,A,7.88606,pubchem,339528,10116,SLC6A4,4061,N1(C2CCC(CC2)C=3C=4C(NC3)=CC=CC4)CCN(CC1)C5=C6N=CNC6=CC=C5
MBMKBYGCQNWXCQ-UHFFFAOYNA-N,CHEMBL414433,25553,A,8.6,chembl20,201994,10116,SLC6A4,4061,N1(C(C2=CC=CC=C2C1=O)=O)CCCCCN3CC=C(C4=CNC=5C4=CC=CC5)CC3
MUNUEDYKNGNTCT-UHFFFAOYNA-N,46914047,25553,A,8.17393,pubchem,499947,10116,SLC6A4,4061,FC1=CC=C(C2(OCC3=C2C=CC(=C3)C=4C=C(C=CC4)C#N)CCCN(C)C)C=C1
MUSFCRGEWKAWEE-BHIFYINENA-N,CHEMBL213148,25553,A,5.14,chembl20,404072,10116,SLC6A4,4061,C1[C@H](N([C@H](CC1)CCC2=CC=CC=C2)C)C[C@H](C3=CC=CC=C3)O
NAUWTFJOPJWYOT-UHFFFAOYNA-N,CHEMBL281594,25553,A,7.62,chembl20,202150,10116,SLC6A4,4061,FC1=CC=C(C(OCCN2CCN(CC2)CCCC3=CC=CC=C3)C4=CC=C(F)C=C4)C=C1
NAUWTFJOPJWYOT-UHFFFAOYNA-N,CHEMBL281594,6532,A,7.14,chembl20,202158,9606,SLC6A4,4061,FC1=CC=C(C(OCCN2CCN(CC2)CCCC3=CC=CC=C3)C4=CC=C(F)C=C4)C=C1
NBOCXHDDIWCACL-UHFFFAOYNA-N,CHEMBL3092342,25553,A,7.59,chembl20,1280677,10116,SLC6A4,4061,N1C=C(C2=CC(=CC=C12)F)CCCN3CCN(CC3)CCCC4=CNC=5C=CC=CC45
MXKGLSUKUMBHHW-UHFFFAOYNA-N,11247047,25553,A,8.52288,pubchem,242088,10116,SLC6A4,4061,FC=1C=C2C(CCCCN3CCN(CC3)C4=CC5=C(OC(=C5)C#N)C=C4)=CNC2=CC1
MYMSTILLVFBSHU-UHFFFAOYNA-N,71541468,6532,A,7.92082,pubchem,735871,9606,SLC6A4,4061,FC1=CC=C(C2(CCN(CC2)C)COCC=3N=C(C(C)C)C=C(C3)C(F)(F)F)C=C1
MYNMNBPZOKCPBO-PMOLBWCYNA-N,CHEMBL3084699,25553,A,6.27,chembl20,595537,10116,SLC6A4,4061,C=1(C=CC(C(F)(F)F)=CC1)[C@]2(OCC3=CC=CC=C3)C[C@@H]4N[C@H](C2)CC4
MYNMNBPZOKCPBO-YOFSQIOKNA-N,76316944,25553,A,6.27246,pubchem,444359,10116,SLC6A4,4061,FC(F)(F)C1=CC=C(C2(OCC3=CC=CC=C3)C[C@H]4N[C@@H](C2)CC4)C=C1
MYYQJJHWMFXPIO-MSOLQXFVNA-N,CHEMBL65209,25553,A,6.39,chembl20,201665,10116,SLC6A4,4061,N1=C([C@@H]2[C@H](CCN(C2)C)C3=CC=C(C=C3)Cl)ON=C1C=4C=CC(=CC4)Cl
NZUSTSFFNOEAHE-UHFFFAOYNA-N,CHEMBL274728,25553,A,8.92,chembl20,198045,10116,SLC6A4,4061,S1(N2C3=C(C=CC=C3N1CCN4CCC(CC=5C=6C(=CC=C(C6)F)NC5)CC4)CCC2)(=O)=O
OALHAGWUIVDIFB-UHFFFAOYNA-N,72735020,25553,A,7.21467,pubchem,1059389,10116,SLC6A4,4061,BrC=1C=C2C(CCCN3CCN(CC3)CCCC=4C=5C(NC4)=CC=C(F)C5)=CNC2=CC1
NZPOPKFDIKJIRC-UHFFFAOYNA-N,44439858,25553,A,7.52288,pubchem,305406,10116,SLC6A4,4061,FC1CCN(CC1)CCCOC2=CC3=C(C(CN(C3)C)C4=CC(=CC=C4)C(F)(F)F)C=C2
NZPOPKFDIKJIRC-UHFFFAOYNA-N,44439858,6532,A,7.82391,pubchem,305407,9606,SLC6A4,4061,FC1CCN(CC1)CCCOC2=CC3=C(C(CN(C3)C)C4=CC(=CC=C4)C(F)(F)F)C=C2
NWZFUZDRGJBHRH-UHFFFAOYNA-N,24947760,25553,A,7.48149,pubchem,307287,10116,SLC6A4,4061,FC(F)(F)C1=CC=C(OC(CCN(C)C)C2=CC=C(C#CCCN3CCCCC3)C=C2)C=C1
NWZFUZDRGJBHRH-UHFFFAOYNA-N,24947760,6532,A,7.21467,pubchem,307288,9606,SLC6A4,4061,FC(F)(F)C1=CC=C(OC(CCN(C)C)C2=CC=C(C#CCCN3CCCCC3)C=C2)C=C1
NXQMDHCUAYGGFA-MSOLQXFVNA-N,10546803,25553,A,6.06449,pubchem,196387,10116,SLC6A4,4061,O1C=2C=3[C@H](CC[C@H](C3C=CC2)CN(CCC4=CC=5OCOC5C=C4)C)CC1
NXQMDHCUAYGGFA-ROUUACIJNA-N,10595005,25553,A,6.36051,pubchem,196387,10116,SLC6A4,4061,O1C=2C=3[C@@H](CC[C@H](C3C=CC2)CN(CCC4=CC=5OCOC5C=C4)C)CC1
NJZXZKUKBCWTCN-UHFFFAOYNA-N,CHEMBL2333610,6532,A,8.17,chembl20,948439,9606,SLC6A4,4061,C1CN(CCC1(C2=CC=C(C=C2)F)COCC=3N=C(C=C(C3)C(F)(F)F)C4CCCC4)C
NLAHVKVXIGHJAJ-UHFFFAOYNA-N,CHEMBL160857,25553,A,5.87,chembl20,201820,10116,SLC6A4,4061,N1(C2CC(CC1CC2)=COC(C=3C=CC=CC3)C4=CC=CC=C4)CCCC=5C=CC=CC5
NOWZYYMLAYACEW-UHFFFAOYNA-N,CHEMBL189082,25553,A,6.36,chembl20,305949,10116,SLC6A4,4061,N1C(C(C=2C=CC=CC2)C3=CC=CC=C3)CCC(NCC4=CC=C(C#N)C=C4)C1
NMJUFTXXNHJCGA-XGDJFQKBNA-N,CHEMBL103805,25553,A,5.89,chembl20,201806,10116,SLC6A4,4061,[C@H]1([C@H](CCN(C1)C)C=2C=CC(=CC2)Cl)COC(NC=3C=CC=CC3)=O
NMJZDFFOZAPXQB-UHFFFAOYNA-N,CHEMBL1214692,25553,A,7.42,chembl20,649987,10116,SLC6A4,4061,C1(C=2C(=CC(CCC3=CC=CC=C3)=CC2)CO1)(C4=CC=C(F)C=C4)CCCN(C)C
NRBFTMKCXJZQSW-UHFFFAOYNA-N,CHEMBL203128,25553,A,6.88,chembl20,337680,10116,SLC6A4,4061,C1=CC=C2OC(CN(C2=C1)C3=CC=CC=C3)CNCCC4=CNC5=C4C=C(C=C5)F
NRFRVJIPDSIXRE-UHFFFAOYNA-N,CHEMBL41606,6532,A,6.21,chembl20,198042,9606,SLC6A4,4061,N1(CCN(CC1)CCCC=2C=CC=CC2)CCOC(C=3C=CC(=CC3)F)C4=CC=CC=C4
NRKFYDQWSIYFGJ-WSXZXBBNNA-N,44340198,25553,A,5.04144,pubchem,204691,10116,SLC6A4,4061,FC1=CC=C(C(OC2CC3N(C(C[C@@H]3O)C2)C)C4=CC=C(F)C=C4)C=C1
NIZWHLDAPFPYRX-DBIVSCPCNA-N,76324316,25553,A,8.3279,pubchem,444359,10116,SLC6A4,4061,ClC=1C=C(C2(OCC3=CC(Cl)=C(Cl)C=C3)C[C@H]4N[C@@H](C2)CC4)C=CC1Cl
OLQOHRMMVIEWDK-UHFFFAOYNA-N,CHEMBL247671,25553,A,7.35,chembl20,454634,10116,SLC6A4,4061,C1=CC(=CC=C1OC)C2CN(CC=3C=C(N=CC32)OCC4CCN(CC4)C(C)C)C
OLQOHRMMVIEWDK-UHFFFAOYNA-N,CHEMBL247671,6532,A,7.21,chembl20,454635,9606,SLC6A4,4061,C1=CC(=CC=C1OC)C2CN(CC=3C=C(N=CC32)OCC4CCN(CC4)C(C)C)C
OJWLQAQJTIVAQB-HXUWFJFHNA-N,CHEMBL471518,6532,A,5.4,chembl20,558181,9606,SLC6A4,4061,C=1C=CC2=C(N(C(N2[C@H](CCNC)C=3C=CC=CC3)=O)C4CCCCC4)C1
OKISLTVQJOBHIW-DBMMPTTLNA-N,CHEMBL86654,6532,A,8.25,chembl20,201338,9606,SLC6A4,4061,C1(C2N(C)C(CC1C=3C=C4C=CC=CC4=CC3)C[C@H]2O)C(=O)OC
OHIPOORSUHEFRE-UHFFFAOYNA-N,11597035,6532,A,8.49485,pubchem,292944,9606,SLC6A4,4061,OCC1CCN(CC1)CCCOC2=CC3=C(C(CN(C3)C)C4=CC=C(OC)C=C4)C=C2
OIJSABAKFJJEMZ-UHFFFAOYNA-N,CHEMBL3092348,25553,A,7.89,chembl20,1280677,10116,SLC6A4,4061,N1(CCN(CC1)CCCC2=CNC3=CC=C(C=C23)F)CCCC4=CNC=5C=CC(=CC45)F
OIJZGDHTGREJNF-UHFFFAOYNA-N,25071015,6532,A,8.21042,pubchem,361595,9606,SLC6A4,4061,FCCCOC1=CC=2CCN(C3CCC(CC3)C=4C=5C(NC4)=CC=C(C5)C#N)CC2C=C1
OITIJKINXHWSKF-UHFFFAOYNA-N,24965590,6532,A,8.85387,pubchem,300626,9606,SLC6A4,4061,S(C1=CC=C(OC2=C(C=C(CCCCN3CCN(CC3)C(C)C)C=C2)CNC)C=C1)C
OJCSIBAAOOBVQU-LNNLXFCONA-N,44580188,25553,A,6.71444,pubchem,344679,10116,SLC6A4,4061,IC=1C=C(NC(=O)C=2C=CC(F)=CC2)C(SC=3C(CN(C)C)=CC=CC3)=CC1
OISJUQQAFJULQA-UHFFFAOYNA-N,44393437,6532,A,6.82391,pubchem,242243,9606,SLC6A4,4061,O1C2(CCC(N3CCC(CC3)CC=4C(OC)=CC=CC4)CC2)C=5C(C1=O)=C6OCOC6=CC5
OEZCOSKUDWILTK-LBOYIXSDNA-N,CHEMBL163030,25553,A,5.72,chembl20,201511,10116,SLC6A4,4061,N1C(=NC2=C1C=CC=C2)CN3CCN(CC3)CCOC(C4=CC=CC=C4)C5=CC=CC=C5
PBDMWGSHTOZGOM-NSOUOUORNA-N,CHEMBL486278,6532,A,10.21,chembl20,591454,9606,SLC6A4,4061,C=1C=CC(=C2NC(=NC21)O)OC[C@H](CNC(CC3=CC=C(C=C3)OC)(C)C)O
PDLXDQOODGXTSQ-UHFFFAOYNA-N,CHEMBL1290597,6532,A,7.6,chembl20,686391,9606,SLC6A4,4061,C1=CC(N2CCN(CC2)CCC3=C4C(=CC=C3C)N(C(CC4)=O)C)=C5C=CC(=NC5=C1)C
PDRPREWEHSKOAN-QGOAFFKANA-N,CHEMBL61971,25553,A,7.15,chembl20,201803,10116,SLC6A4,4061,N12C3C(C(=O)OC)C(/C(/C1)=C/C=4SC(C5=CC=CC=C5)=CC4)CCC(C2)CC3
PEISWOHNLQWAFV-UHFFFAOYNA-N,CHEMBL288109,6532,A,6.74,chembl20,198042,9606,SLC6A4,4061,N1(CC2=CC=CC=C2)CCN(CC1)CCOC(C3=CC=C(C=C3)F)C=4C=CC(=CC4)F
PCDLJMILCANOLD-UHFFFAOYNA-N,CHEMBL185624,25553,A,9.7,chembl20,302824,10116,SLC6A4,4061,C1(=CC2CCC(N2CCOC=3C4=C(NC=C4)C=CC3)C1)C=5C=C6C=CC=CC6=CC5
PGLBUHJZLUHDNP-UHFFFAOYNA-N,10962434,25553,A,6.6216,pubchem,310876,10116,SLC6A4,4061,FC1=CC=C(C(OCCC2CCN(CC2)CC3=CC=C(C=C3)C)C4=CC=C(F)C=C4)C=C1
PFDGXJOTTDWOFC-DZKFTUMYNA-N,CHEMBL2115225,6532,A,5.15,chembl20,201338,9606,SLC6A4,4061,[C@@H]1(C2N(C)C(C[C@H]1C=3C=C(Cl)C(=CC3)Cl)CC2=O)C(=O)OC
NRNXACCQRCIESQ-UHFFFAOYNA-N,11166018,25553,A,9.52288,pubchem,242088,10116,SLC6A4,4061,O(C=1C=C(N2CCN(CC2)CCCCC=3C=4C(NC3)=CC=C(C4)C#N)C=CC1OC)C
OWRMIHVAOORXAD-UHFFFAOYNA-N,CHEMBL350421,25553,A,5.7,chembl20,201511,10116,SLC6A4,4061,N=1C=2C(=CC=CC2)C=CC1CN3CCN(CC3)CCOC(C4=CC=CC=C4)C5=CC=CC=C5
OZUHPVAODZNQKI-UHFFFAOYNA-N,9864943,6532,A,8.38722,pubchem,361595,9606,SLC6A4,4061,O(C1=CC=2CCN(C3CCC(CC3)C=4C=5C(NC4)=CC=C(C5)C#N)CC2C=C1)C
PAAMYZUEZPKVNY-UHFFFAOYNA-N,CHEMBL146547,25553,A,5.96,chembl20,177782,10116,SLC6A4,4061,N1(CCN(CC1)CCCC2=C(O)C=CC=C2)CCOC(C=3C=CC=CC3)C4=CC=CC=C4
PACNMVZHIRIVJY-UHFFFAOYNA-N,CHEMBL363700,25553,A,8.36,chembl20,302824,10116,SLC6A4,4061,C1(=CC2CCC(N2CCOC=3C=4C=CN(C4C=CC3)C)C1)C=5C=C6C=CC=CC6=CC5
NSIMWGJISYLRDI-RVIURBQJNA-N,CHEMBL202755,6532,A,7.05,chembl20,339938,9606,SLC6A4,4061,C=1(C=CC=2[C@H](C3=CC=C(C(=C3)Cl)Cl)CC[C@H](NC)C2C1)C(=O)O
OFISADYWEOBLPB-UHFFFAOYNA-N,CHEMBL349459,25553,A,5.62,chembl20,201511,10116,SLC6A4,4061,C=1(SC=2C=CC=CC2C1)CN3CCN(CC3)CCOC(C4=CC=CC=C4)C5=CC=CC=C5
OBOJTPPADQUWFB-FGZHOGPDNA-N,44441079,25553,A,8.52288,pubchem,308578,10116,SLC6A4,4061,S1C([C@@H]2CN3[C@H](CCC3)C4=C2C=CC(OCCCN5CCOCC5)=C4)=CC=C1
OBOJTPPADQUWFB-FGZHOGPDNA-N,44441079,6532,A,8.22185,pubchem,308579,9606,SLC6A4,4061,S1C([C@@H]2CN3[C@H](CCC3)C4=C2C=CC(OCCCN5CCOCC5)=C4)=CC=C1
OCAZYHPPOVXLLX-UHFFFAOYNA-N,CHEMBL290365,6532,A,6.57,chembl20,198042,9606,SLC6A4,4061,N(C1=CC=C(C=C1)F)(CC=2C=CC(=CC2)F)CCN3CCN(CC3)CCCC4=CC=CC=C4
OCBPATCVPDEFSN-UHFFFAOYNA-N,44439857,25553,A,7.85387,pubchem,305406,10116,SLC6A4,4061,FC1CCN(CC1)CCCOC2=CC3=C(C(CN(C3)C)C4=CC=C(C=C4)C(F)(F)F)C=C2
ODGVGANRUNPGAN-UHFFFAOYNA-N,CHEMBL281669,25553,A,5.98,chembl20,201833,10116,SLC6A4,4061,C1(C(CN2CCN(CC2)CCOC(C3=CC=CC=C3)C=4C=CC=CC4)CCC=5C1=CC=CC5)=O
NIGHIIWFFHPDLD-UHFFFAOYNA-N,25069299,6532,A,8.04096,pubchem,516813,9606,SLC6A4,4061,FC1=CC2=C(C(N3CCN(CC3)CCCCOC4=CC=5C(=CNC5O)C=C4F)=CC=C2)C=C1
NEVVQGBYHRTAEI-ZEQRLZLVNA-N,CHEMBL569014,6532,A,5.55,chembl20,598115,9606,SLC6A4,4061,N1(C2=C(C=CC=C2)C=C1)[C@@H](C=3C=CC=CC3)[C@@H](O)CNCC4CCCCC4
NFJKAVIMGUBTOG-LELJVTLKNA-N,CHEMBL595744,6532,A,7.57,chembl20,603082,9606,SLC6A4,4061,C1=C2C(=C3CC(NCCCC=4C5=C(NC4)C=CC(=C5)F)COC3=C1F)C(=O)NCC2
NHTRRMAECKCPFH-UHFFFAOYNA-N,CHEMBL184343,25553,A,8.41,chembl20,306182,10116,SLC6A4,4061,N1(C=2C=C3C=COC3=CC2)CCN(CC1)CCCCC=4C=5C(=CC=C(C#N)C5)NC4
NGKGVCSPLNBGIR-UHFFFAOYNA-N,CHEMBL189869,25553,A,8.7,chembl20,306182,10116,SLC6A4,4061,N1(C2=C(C#N)C=CC=C2C#N)CCN(CC1)CCCCC=3C=4C(=CC=C(C#N)C4)NC3
NDGDCGDWGLUYKA-UHFFFAOYNA-N,CHEMBL284096,25553,A,6.69,chembl20,458902,10116,SLC6A4,4061,N1(CC=2C=CC(=CC2)I)CCC(CC1)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
OROJBVXOPXWKMA-UHFFFAOYNA-N,CHEMBL342121,25553,A,5.8,chembl20,201638,10116,SLC6A4,4061,N1(CCN(CCCC2=CC=CC=C2)CCCC1)CCOC(C=3C=CC=CC3)C4=CC=CC=C4
OQDOOIHFFJZMKP-UHFFFAOYNA-N,CHEMBL343272,25553,A,5.81,chembl20,201667,10116,SLC6A4,4061,C=1(SC=2C=CC=CC2C1)CN3CCC(CC3)CCOC(C=4C=CC=CC4)C=5C=CC=CC5
MHCNDBUONARPSD-PMOLBWCYNA-N,CHEMBL3084696,25553,A,10.0,chembl20,595537,10116,SLC6A4,4061,C=1(C=CC(=CC1)Cl)[C@]2(C[C@H]3N[C@@H](C2)CC3)OCC4=CC=C(C=C4)Cl
MFRFEHWQLFFQLQ-OHRNXVJXNA-N,44408857,6532,A,7.60206,pubchem,262046,9606,SLC6A4,4061,ClC=1C=C([C@@H]2CC[C@H](NC)C3=C2C=C(C=C3)C(=O)NC)C=CC1Cl
MFXBZHUMNFXYOS-HXTKINSTNA-N,CHEMBL489195,6532,A,8.7,chembl20,492741,9606,SLC6A4,4061,N1(CCN(CC1)CCC2=CC=C3OCC(NC3=C2)=O)C4=CC=CC=5C4=CN=C(N5)C
MGESTBXJNHZBDQ-UHFFFAOYNA-N,CHEMBL135859,25553,A,5.9,chembl20,201667,10116,SLC6A4,4061,N1(CC2=CC=C(C=C2)F)CCC(CC1)CCOC(C=3C=CC(=CC3)F)C=4C=CC=CC4
MHLJBHUTXVYXFH-DZUCGIPZNA-N,CHEMBL458488,6532,A,8.77,chembl20,560915,9606,SLC6A4,4061,[C@H]12CC[C@@H](N1C)C[C@@H]([C@@H]2C(OC)=O)C3=CC=C(C=C3)OCC
MKIPKEANVGLYQX-UHFFFAOYNA-N,CHEMBL334956,25553,A,7.6,chembl20,201994,10116,SLC6A4,4061,N1(C(C2=CC=CC=C2C1=O)=O)CCCN3CC=C(C=4C=5C(=CC=C(C5)F)NC4)CC3
MKJOWPLWWCIIJW-UHFFFAOYNA-N,44393498,6532,A,7.03621,pubchem,242243,9606,SLC6A4,4061,ClC1=C(CC2CCN(C3CCC4(OC(=O)C=5C4=CC=C6OCOC56)CC3)CC2)C=C(Cl)C=C1
MKKLXKXAAUILMN-UHFFFAOYNA-N,CHEMBL1241642,6532,A,7.9,chembl20,657971,9606,SLC6A4,4061,C1=C(C=2C=CC(C)=NC2C=C1)N3CCN(CC3)CCC4=C5C(=CC=C4)N6C(CO5)=CN=C6
MKSDMOQTAOJLSE-UHFFFAOYNA-N,24964879,25553,A,9.1549,pubchem,300625,10116,SLC6A4,4061,S(C1=CC=C(OC2=C(C=C(C#CCCN3CCN(CCC3)C(C)C)C=C2)CNC)C=C1)C
MKSDMOQTAOJLSE-UHFFFAOYNA-N,24964879,6532,A,8.4437,pubchem,300626,9606,SLC6A4,4061,S(C1=CC=C(OC2=C(C=C(C#CCCN3CCN(CCC3)C(C)C)C=C2)CNC)C=C1)C
PROQIPRRNZUXQM-ZXXIGWHRNA-N,CHEMBL193482,6532,A,5.26,chembl20,774720,9606,SLC6A4,4061,[C@]12([C@H]([C@@H]3CCC=4C([C@H]3CC1)=CC=C(O)C4)C[C@H]([C@@H]2O)O)C
QAKMKVIAGKQXDA-SFHVURJKNA-N,CHEMBL9970,25553,A,8.18,chembl20,193661,10116,SLC6A4,4061,S=1(=CC2=CC(CCN(C[C@H]3C=4C(=C(OC)C=CC4)CCC3)C)=CC=C2C1)(O)O
PYCNZTVHCBCNPY-LNNLXFCONA-N,CHEMBL209689,25553,A,5.7,chembl20,378651,10116,SLC6A4,4061,C1=C(C=C2C(=C(N(CC(=O)O)C2=C1)C)C3=CC=NC4=C(C=CC=C34)C)C
PYCNZTVHCBCNPY-LNNLXFCONA-N,CHEMBL209689,6532,A,5.7,chembl20,873097,9606,SLC6A4,4061,C1=C(C=C2C(=C(N(CC(=O)O)C2=C1)C)C3=CC=NC4=C(C=CC=C34)C)C
